time,domain,iface,event,step,txid,ip,mac,ssid,snr,hops,note
7.066424,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-61.046725,1,native PHY beacon; role=peer
7.168770,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-60.986884,1,native PHY beacon; role=peer
7.500000,1,STA,IP_REQUEST,IP Request,1,0.0.0.0,,A,-60.934889,0,
7.502437,1,STA,IP_OFFER,IP Offer,1,10.1.1.100,,A,-60.934889,0,
7.502437,1,STA,CONFIGURED,Configured,0,10.1.1.100,,A,-60.934889,0,STA interface configured
7.502437,1,STA,ADD_ARP_ENTRY,Sync,0,10.1.1.100,,A,-60.934889,0,Controller ARP update
8.704743,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-62.876959,1,native PHY beacon; role=peer
8.807143,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-62.824757,1,native PHY beacon; role=peer
8.909561,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.926051,1,native PHY beacon; role=peer
9.011952,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-61.678942,0,native PHY beacon; role=gateway
9.114352,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-64.376311,1,native PHY beacon; role=peer
9.216770,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.729860,1,native PHY beacon; role=peer
9.319197,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.663810,1,native PHY beacon; role=peer
9.421615,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.597442,1,native PHY beacon; role=peer
9.523970,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.530788,1,native PHY beacon; role=peer
9.626361,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-59.463781,1,native PHY beacon; role=peer
9.728761,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-64.091776,1,native PHY beacon; role=peer
9.831152,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-64.043749,1,native PHY beacon; role=peer
10.048413,3,ADHOC,FIRST_DATA_RX,First Data Rx,0,10.100.3.4,,,0.000000,-1,port=13
10.076444,0,,FIRST_DATA_RX,First Data Rx,0,102.102.102.102,,,0.000000,-1,port=12
11.469561,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-63.250205,1,native PHY beacon; role=peer
11.572005,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-58.123370,1,native PHY beacon; role=peer
11.674360,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-58.049070,1,native PHY beacon; role=peer
11.776770,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-63.095890,1,native PHY beacon; role=peer
11.879215,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-63.044022,1,native PHY beacon; role=peer
11.981569,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-57.823616,1,native PHY beacon; role=peer
12.083952,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-59.905142,0,native PHY beacon; role=gateway
12.186424,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-62.887236,1,native PHY beacon; role=peer
12.288760,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-59.778756,0,native PHY beacon; role=gateway
12.391143,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-59.715164,0,native PHY beacon; role=gateway
12.493543,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-62.728592,1,native PHY beacon; role=peer
12.595952,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-59.587118,0,native PHY beacon; role=gateway
14.234370,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-59.718534,1,native PHY beacon; role=peer
14.336742,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-55.960558,1,native PHY beacon; role=peer
14.439188,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-61.676151,1,native PHY beacon; role=peer
14.541551,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-55.786083,1,native PHY beacon; role=peer
14.643987,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-58.241868,0,native PHY beacon; role=gateway
14.746352,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-59.384832,1,native PHY beacon; role=peer
14.848742,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-55.520246,1,native PHY beacon; role=peer
14.951152,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-61.384530,1,native PHY beacon; role=peer
15.053596,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-57.957744,0,native PHY beacon; role=gateway
15.155978,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-57.885894,0,native PHY beacon; role=gateway
15.258351,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-57.813712,0,native PHY beacon; role=gateway
16.896760,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-57.886227,1,native PHY beacon; role=peer
16.999205,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-57.810560,1,native PHY beacon; role=peer
17.101561,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-60.083178,1,native PHY beacon; role=peer
17.203960,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-53.297419,1,native PHY beacon; role=peer
17.306360,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-53.192523,1,native PHY beacon; role=peer
17.511151,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-56.134793,0,native PHY beacon; role=gateway
17.613542,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-57.347841,1,native PHY beacon; role=peer
17.818342,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-57.190061,1,native PHY beacon; role=peer
17.920752,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-59.551251,1,native PHY beacon; role=peer
19.559142,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-50.675081,1,native PHY beacon; role=peer
19.763978,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-50.424166,1,native PHY beacon; role=peer
19.866378,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-55.504830,1,native PHY beacon; role=peer
19.968787,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-54.085520,0,native PHY beacon; role=gateway
20.071151,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-55.324589,1,native PHY beacon; role=peer
20.173596,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-55.233544,1,native PHY beacon; role=peer
20.275942,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-53.812140,0,native PHY beacon; role=gateway
20.378405,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-49.646833,1,native PHY beacon; role=peer
20.379148,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-57.811333,1,native PHY beacon; role=peer
20.480751,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-54.956994,1,native PHY beacon; role=peer
22.221551,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-53.279453,1,native PHY beacon; role=peer
22.323969,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-46.918991,1,native PHY beacon; role=peer
22.426405,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-53.068584,1,native PHY beacon; role=peer
22.528769,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-46.606832,1,native PHY beacon; role=peer
22.529512,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-56.073354,1,native PHY beacon; role=peer
22.631142,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-55.985226,1,native PHY beacon; role=peer
22.733578,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-52.746591,1,native PHY beacon; role=peer
23.143169,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-51.075493,0,native PHY beacon; role=gateway
23.245578,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-50.972101,0,native PHY beacon; role=gateway
24.986369,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-49.177200,0,native PHY beacon; role=gateway
25.088769,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-42.353831,1,native PHY beacon; role=peer
25.191178,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-53.544480,1,native PHY beacon; role=peer
25.293560,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-49.756434,1,native PHY beacon; role=peer
25.498369,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-53.218659,1,native PHY beacon; role=peer
25.703160,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0e,Adhoc-C,-52.996882,1,native PHY beacon; role=peer
25.805560,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-49.083641,1,native PHY beacon; role=peer
25.907951,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-40.949179,1,native PHY beacon; role=peer
27.648742,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-38.530902,1,native PHY beacon; role=peer
27.751160,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0d,Adhoc-C,-46.262388,1,native PHY beacon; role=peer
27.853551,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0c,Adhoc-C,-46.333070,0,native PHY beacon; role=gateway
27.956023,3,ADHOC,IBSS_BEACON_RX,Beacon Rx,0,10.100.3.1,00:00:00:00:00:0f,Adhoc-C,-38.277514,1,native PHY beacon; role=peer
